UniqueID	Conference	ConferenceNo	Year	Subfield
3904	BLS	37	2011	other
3905	BLS	37	2011	other
3906	BLS	37	2011	other
3907	BLS	37	2011	other
3909	BLS	37	2011	other
3910	BLS	37	2011	other
3913	BLS	37	2011	other
3915	BLS	37	2011	other
3916	BLS	37	2011	other
3917	BLS	37	2011	other
3918	BLS	37	2011	other
3920	BLS	37	2011	other
3922	BLS	38	2012	other
3923	BLS	38	2012	other
3924	BLS	38	2012	other
3925	BLS	38	2012	other
3926	BLS	38	2012	other
3927	BLS	38	2012	other
3930	BLS	38	2012	other
3932	BLS	38	2012	other
3933	BLS	38	2012	other
3935	BLS	38	2012	other
3936	BLS	38	2012	other
3938	BLS	38	2012	other
3940	BLS	38	2012	other
3941	BLS	38	2012	other
3942	BLS	38	2012	other
3943	BLS	38	2012	other
3944	BLS	38	2012	other
3945	BLS	38	2012	other
3946	BLS	38	2012	other
3947	BLS	38	2012	other
3948	BLS	38	2012	other
3949	BLS	38	2012	other
3951	BLS	38	2012	other
3952	BLS	38	2012	other
3953	BLS	38	2012	other
3956	BLS	39	2013	other
3957	BLS	39	2013	other
3958	BLS	39	2013	other
3959	BLS	39	2013	other
3960	BLS	39	2013	other
3961	BLS	39	2013	other
3962	BLS	39	2013	other
3963	BLS	39	2013	other
3964	BLS	39	2013	other
3965	BLS	39	2013	other
3966	BLS	39	2013	other
3967	BLS	39	2013	other
3968	BLS	39	2013	other
3969	BLS	39	2013	other
3974	BLS	39	2013	other
3975	BLS	39	2013	other
3976	BLS	39	2013	other
3977	BLS	39	2013	other
3978	BLS	39	2013	other
3979	BLS	39	2013	other
3980	BLS	39	2013	other
3981	BLS	39	2013	other
3982	BLS	39	2013	other
3983	BLS	39	2013	other
3984	BLS	39	2013	other
3985	BLS	39	2013	other
3986	BLS	39	2013	other
3987	BLS	39	2013	other
3988	BLS	39	2013	other
3989	BLS	39	2013	other
3990	BLS	39	2013	other
3991	BLS	39	2013	other
3992	BLS	39	2013	other
3993	BLS	39	2013	other
3995	BLS	39	2013	other
3997	BLS	39	2013	other
3998	BLS	39	2013	other
3999	BLS	39	2013	other
4001	BLS	39	2013	other
4002	BLS	39	2013	other
4003	BLS	39	2013	other
4004	BLS	39	2013	other
4005	BLS	40	2014	other
4006	BLS	40	2014	other
4007	BLS	40	2014	other
4008	BLS	40	2014	other
4011	BLS	40	2014	other
4012	BLS	40	2014	other
4013	BLS	40	2014	other
4014	BLS	40	2014	other
4015	BLS	40	2014	other
4018	BLS	40	2014	other
4019	BLS	40	2014	other
4020	BLS	40	2014	other
4021	BLS	40	2014	other
4022	BLS	40	2014	other
4023	BLS	40	2014	other
4024	BLS	40	2014	other
4025	BLS	40	2014	other
4027	BLS	40	2014	other
4028	BLS	40	2014	other
4029	BLS	40	2014	other
4030	BLS	40	2014	other
4032	BLS	40	2014	other
4033	BLS	40	2014	other
4034	BLS	41	2015	other
4035	BLS	41	2015	other
4036	BLS	41	2015	other
4038	BLS	41	2015	other
4039	BLS	41	2015	other
4040	BLS	41	2015	other
4042	BLS	41	2015	other
4043	BLS	41	2015	other
4044	BLS	41	2015	other
4045	BLS	41	2015	other
4046	BLS	41	2015	other
4047	BLS	41	2015	other
4048	BLS	41	2015	other
4050	BLS	41	2015	other
4052	BLS	41	2015	other
4053	BLS	41	2015	other
4054	BLS	41	2015	other
4055	BLS	41	2015	other
4057	BLS	41	2015	other
4058	BLS	41	2015	other
4059	BLS	41	2015	other
4061	BLS	41	2015	other
4062	BLS	41	2015	other
4063	BLS	41	2015	other
4065	BLS	42	2016	other
4066	BLS	42	2016	other
4068	BLS	42	2016	other
4069	BLS	42	2016	other
4072	BLS	42	2016	other
4074	BLS	42	2016	other
4075	BLS	42	2016	other
4077	BLS	42	2016	other
4078	BLS	42	2016	other
4082	BLS	42	2016	other
4084	BLS	42	2016	other
4085	BLS	42	2016	other
4086	BLS	42	2016	other
4089	BLS	42	2016	other
4090	BLS	42	2016	other
4091	BLS	42	2016	other
4092	BLS	42	2016	other
4093	BLS	42	2016	other
4095	BLS	42	2016	other
4096	BLS	42	2016	other
4097	BLS	42	2016	other
4098	BLS	42	2016	other
4101	BLS	42	2016	other
4102	BLS	42	2016	other
4103	BLS	42	2016	other
4104	BLS	42	2016	other
4107	BLS	42	2016	other
4108	BLS	42	2016	other
4110	BLS	42	2016	other
4115	CLS	45	2009	other
4116	CLS	45	2009	other
4117	CLS	45	2009	other
4118	CLS	45	2009	other
4119	CLS	45	2009	other
4120	CLS	45	2009	other
4121	CLS	45	2009	other
4122	CLS	45	2009	other
4123	CLS	45	2009	other
4124	CLS	45	2009	other
4130	CLS	45	2009	other
4131	CLS	45	2009	other
4132	CLS	45	2009	other
4133	CLS	45	2009	other
4134	CLS	45	2009	other
4135	CLS	45	2009	other
4136	CLS	45	2009	other
4137	CLS	45	2009	other
4138	CLS	45	2009	other
4142	CLS	45	2009	other
4143	CLS	45	2009	other
4144	CLS	45	2009	other
4145	CLS	45	2009	other
4146	CLS	45	2009	other
4151	CLS	45	2009	other
4152	CLS	45	2009	other
4153	CLS	45	2009	other
4154	CLS	45	2009	other
4156	CLS	45	2009	other
4157	CLS	45	2009	other
4158	CLS	45	2009	other
4159	CLS	45	2009	other
4160	CLS	45	2009	other
4161	CLS	45	2009	other
4162	CLS	45	2009	other
4163	CLS	45	2009	other
4165	CLS	47	2011	other
4166	CLS	47	2011	other
4169	CLS	47	2011	other
4170	CLS	47	2011	other
4171	CLS	47	2011	other
4172	CLS	47	2011	other
4173	CLS	47	2011	other
4174	CLS	47	2011	other
4175	CLS	47	2011	other
4176	CLS	47	2011	other
4177	CLS	47	2011	other
4178	CLS	47	2011	other
4179	CLS	47	2011	other
4180	CLS	47	2011	other
4181	CLS	47	2011	other
4182	CLS	47	2011	other
4183	CLS	47	2011	other
4184	CLS	47	2011	other
4186	CLS	47	2011	other
4188	CLS	47	2011	other
4189	CLS	47	2011	other
4190	CLS	47	2011	other
4191	CLS	47	2011	other
4192	CLS	47	2011	other
4193	CLS	47	2011	other
4194	CLS	47	2011	other
4195	CLS	47	2011	other
4196	CLS	47	2011	other
4197	CLS	47	2011	other
4202	CLS	47	2011	other
4203	CLS	47	2011	other
4207	CLS	47	2011	other
4208	CLS	47	2011	other
4209	CLS	47	2011	other
4210	CLS	47	2011	other
4211	CLS	47	2011	other
4212	CLS	47	2011	other
4213	CLS	47	2011	other
4214	CLS	47	2011	other
4215	CLS	47	2011	other
4216	CLS	47	2011	other
4220	CLS	48	2012	other
4221	CLS	48	2012	other
4222	CLS	48	2012	other
4223	CLS	48	2012	other
4224	CLS	48	2012	other
4225	CLS	48	2012	other
4228	CLS	48	2012	other
4232	CLS	48	2012	other
4233	CLS	48	2012	other
4234	CLS	48	2012	other
4236	CLS	48	2012	other
4238	CLS	48	2012	other
4239	CLS	48	2012	other
4240	CLS	48	2012	other
4241	CLS	48	2012	other
4242	CLS	48	2012	other
4243	CLS	48	2012	other
4245	CLS	48	2012	other
4246	CLS	48	2012	other
4247	CLS	48	2012	other
4248	CLS	48	2012	other
4249	CLS	48	2012	other
4251	CLS	48	2012	other
4252	CLS	48	2012	other
4255	CLS	48	2012	other
4256	CLS	48	2012	other
4257	CLS	48	2012	other
4258	CLS	48	2012	other
4259	CLS	48	2012	other
4262	CLS	48	2012	other
4263	CLS	48	2012	other
4264	CLS	48	2012	other
4265	CLS	48	2012	other
4266	CLS	48	2012	other
4267	CLS	48	2012	other
4268	CLS	48	2012	other
4269	CLS	48	2012	other
4270	CLS	48	2012	other
4271	CLS	48	2012	other
4274	CLS	49	2013	other
4275	CLS	49	2013	other
4276	CLS	49	2013	other
4277	CLS	49	2013	other
4278	CLS	49	2013	other
4279	CLS	49	2013	other
4280	CLS	49	2013	other
4281	CLS	49	2013	other
4282	CLS	49	2013	other
4283	CLS	49	2013	other
4284	CLS	49	2013	other
4285	CLS	49	2013	other
4286	CLS	49	2013	other
4287	CLS	49	2013	other
4288	CLS	49	2013	other
4289	CLS	49	2013	other
4290	CLS	49	2013	other
4295	CLS	49	2013	other
4296	CLS	49	2013	other
4297	CLS	49	2013	other
4301	CLS	49	2013	other
4302	CLS	49	2013	other
4303	CLS	49	2013	other
4304	CLS	49	2013	other
4305	CLS	49	2013	other
4306	CLS	49	2013	other
4307	CLS	49	2013	other
4311	CLS	49	2013	other
4312	CLS	49	2013	other
4315	CLS	49	2013	other
4316	CLS	49	2013	other
4317	CLS	49	2013	other
4318	CLS	49	2013	other
4322	CLS	49	2013	other
4323	CLS	50	2014	other
4324	CLS	50	2014	other
4325	CLS	50	2014	other
4326	CLS	50	2014	other
4327	CLS	50	2014	other
4329	CLS	50	2014	other
4330	CLS	50	2014	other
4331	CLS	50	2014	other
4336	CLS	50	2014	other
4337	CLS	50	2014	other
4338	CLS	50	2014	other
4339	CLS	50	2014	other
4340	CLS	50	2014	other
4341	CLS	50	2014	other
4342	CLS	50	2014	other
4343	CLS	50	2014	other
4344	CLS	50	2014	other
4345	CLS	50	2014	other
4346	CLS	50	2014	other
4347	CLS	50	2014	other
4348	CLS	50	2014	other
4349	CLS	50	2014	other
4350	CLS	50	2014	other
4351	CLS	50	2014	other
4353	CLS	50	2014	other
4354	CLS	50	2014	other
4355	CLS	50	2014	other
4356	CLS	50	2014	other
4357	CLS	50	2014	other
4358	CLS	50	2014	other
4362	CLS	50	2014	other
4363	CLS	50	2014	other
4364	CLS	50	2014	other
4365	CLS	50	2014	other
4366	CLS	50	2014	other
4367	CLS	50	2014	other
4368	CLS	50	2014	other
4369	CLS	51	2015	other
4370	CLS	51	2015	other
4371	CLS	51	2015	other
4372	CLS	51	2015	other
4373	CLS	51	2015	other
4374	CLS	51	2015	other
4376	CLS	51	2015	other
4377	CLS	51	2015	other
4378	CLS	51	2015	other
4379	CLS	51	2015	other
4380	CLS	51	2015	other
4387	CLS	51	2015	other
4388	CLS	51	2015	other
4389	CLS	51	2015	other
4390	CLS	51	2015	other
4391	CLS	51	2015	other
4393	CLS	51	2015	other
4394	CLS	51	2015	other
4395	CLS	51	2015	other
4396	CLS	51	2015	other
4397	CLS	51	2015	other
4398	CLS	51	2015	other
4399	CLS	51	2015	other
4400	CLS	51	2015	other
4401	CLS	51	2015	other
4402	CLS	51	2015	other
4403	CLS	51	2015	other
4404	CLS	51	2015	other
4405	CLS	51	2015	other
4406	CLS	51	2015	other
4411	CLS	51	2015	other
4416	CLS	51	2015	other
4417	CLS	51	2015	other
4418	CLS	51	2015	other
4419	CLS	51	2015	other
4421	CLS	52	2016	other
4422	CLS	52	2016	other
4423	CLS	52	2016	other
4424	CLS	52	2016	other
4425	CLS	52	2016	other
4426	CLS	52	2016	other
4427	CLS	52	2016	other
4430	CLS	52	2016	other
4431	CLS	52	2016	other
4434	CLS	52	2016	other
4435	CLS	52	2016	other
4436	CLS	52	2016	other
4439	CLS	52	2016	other
4440	CLS	52	2016	other
4444	CLS	52	2016	other
4445	CLS	52	2016	other
4446	CLS	52	2016	other
4448	CLS	52	2016	other
4449	CLS	52	2016	other
4450	CLS	52	2016	other
4451	CLS	52	2016	other
4452	CLS	52	2016	other
4453	CLS	52	2016	other
4454	CLS	52	2016	other
4455	CLS	52	2016	other
4458	CLS	52	2016	other
4459	CLS	52	2016	other
4460	CLS	52	2016	other
4461	CLS	52	2016	other
4462	CLS	52	2016	other
4463	CLS	52	2016	other
4464	CLS	52	2016	other
4465	CLS	52	2016	other
4466	CLS	52	2016	other
4467	CLS	52	2016	other
4468	CLS	52	2016	other
4469	CLS	52	2016	other
4470	CLS	52	2016	other
4471	CLS	52	2016	other
4472	CLS	52	2016	other
